"","X","NETWORK","PI","YEAR_MONTH_DAY_TRANSECT","YEAR","MONTH","DAY","SITE","TRANSECT","SP_CODE","QUAD","SIDE","FISH.SIZE","COUNT","AREA","GROUP","DIVISION.FAMILY","COMMON.DIVISION.NAME","SIZE","COMMON.NAME","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIES","SAMPLING_METHOD","NOTES"
"3134",3787,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SDL","32","O",NA,0,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3135",3788,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SDL","40","I",NA,1,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3136",3789,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SDL","8","I",NA,0,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3137",3790,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SL","0","O",NA,3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3138",3791,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SL","16","O",NA,18,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3139",3792,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SL","24","I",NA,21,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3140",3793,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SL","32","O",NA,9,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3141",3794,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SL","40","I",NA,3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3142",3795,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SL","8","I",NA,6,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3143",3796,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SLJ","0","O",NA,8,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3144",3797,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SLJ","16","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3145",3798,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SLJ","24","I",NA,3,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3146",3799,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SLJ","32","O",NA,2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3147",3800,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SLJ","40","I",NA,2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3148",3801,"KEEN ONE","Byrnes","2018_8_28_Broadway and 42nd",2018,8,28,"NE Appledore","Broadway and 42nd","SLJ","8","I",NA,2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3149",3802,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","CAIS","0","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"3150",3803,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","CAIS","16","O",NA,1,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"3151",3804,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","CAIS","24","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"3152",3805,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","CAIS","32","O",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"3153",3806,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","CAIS","40","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"3154",3807,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","CAIS","8","I",NA,0,1,"Invertebrate","Arthropods","Crustaceans","juvenile","Atlantic Rock Crab","Animalia","Arthropoda","Malacostraca","Decapoda","Cancridae","Cancer","Cancer irroratus","keen_quads",NA
"3155",3808,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","DEAC","0","O",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"3156",3809,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","DEAC","16","O",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"3157",3810,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","DEAC","24","I",NA,7,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"3158",3811,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","DEAC","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"3159",3812,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","DEAC","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"3160",3813,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","DEAC","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
"3161",3814,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","DEVI","0","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"3162",3815,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","DEVI","16","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"3163",3816,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","DEVI","24","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"3164",3817,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","DEVI","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"3165",3818,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","DEVI","40","I",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"3166",3819,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","DEVI","8","I",NA,0,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia viridis","keen_quads",NA
"3167",3820,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","HESA","0","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"3168",3821,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","HESA","16","O",NA,1,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"3169",3822,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","HESA","24","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"3170",3823,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","HESA","32","O",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"3171",3824,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","HESA","40","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"3172",3825,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","HESA","8","I",NA,0,1,"Invertebrate","Echinoderms","Sea Stars",NA,"Blood Star","Animalia","Echinodermata","Asteroidea","Spinulosida","Echinasteridae","Henricia","Henricia sanguinolenta","keen_quads",NA
"3173",3832,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SDL","0","O",NA,0,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3174",3833,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SDL","16","O",NA,0,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3175",3834,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SDL","24","I",NA,0,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3176",3835,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SDL","32","O",NA,9,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3177",3836,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SDL","40","I",NA,0,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3178",3837,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SDL","8","I",NA,0,1,"Invertebrate","Echinoderms","Urchins",">20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3179",3838,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SDS","0","O",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3180",3839,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SDS","16","O",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3181",3840,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SDS","24","I",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3182",3841,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SDS","32","O",NA,2,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3183",3842,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SDS","40","I",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3184",3843,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SDS","8","I",NA,0,1,"Invertebrate","Echinoderms","Urchins","juvenile <20mm","Green Sea Urchin","Animalia","Echinodermata","Echinoidea","Camarodonta","Strongylocentrotidae","Strongylocentrotus","Strongylocentrotus droebachiensis","keen_quads",NA
"3185",3844,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SL","0","O",NA,5,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3186",3845,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SL","16","O",NA,5,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3187",3846,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SL","24","I",NA,11,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3188",3847,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SL","32","O",NA,4,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3189",3848,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SL","40","I",NA,1,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3190",3849,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SL","8","I",NA,13,1,"Algae","Phaeophyta","Brown Algae",NA,"Sugar Kelp","Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3191",3850,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SLJ","0","O",NA,4,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3192",3851,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SLJ","16","O",NA,2,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3193",3852,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SLJ","24","I",NA,10,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3194",3853,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SLJ","32","O",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3195",3854,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SLJ","40","I",NA,0,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3196",3855,"KEEN ONE","Byrnes","2018_8_28_Devil's Dance Floor",2018,8,28,"NE Appledore","Devil's Dance Floor","SLJ","8","I",NA,3,1,"Algae","Phaeophyta","Brown Algae","juvenile <10cm",NA,"Chromista","Ochrophyta","Phaeophyceae","Laminariales","Laminariaceae","Saccharina","Saccharina latissima","keen_quads",NA
"3197",3856,"KEEN ONE","Byrnes","2018_8_28_Norwegian Cove",2018,8,28,"NE Appledore","Norwegian Cove","DEAC","0","O",NA,3,1,"Algae","Phaeophyta","Brown Algae",NA,"Sour or Stink Weed","Chromista","Ochrophyta","Phaeophyceae","Desmarestiales","Desmarestiaceae","Desmarestia","Desmarestia aculeata","keen_quads",NA
